Ticker,SimFinId,Currency,Fiscal Year,Fiscal Period,Report Date,Publish Date,Restated Date,Shares (Basic),Shares (Diluted),Revenue,Cost of Revenue,Gross Profit,Operating Expenses,"Selling, General & Administrative",Research & Development,Depreciation & Amortization,Operating Income (Loss),Non-Operating Income (Loss),"Interest Expense, Net","Pretax Income (Loss), Adj.",Abnormal Gains (Losses),Pretax Income (Loss),"Income Tax (Expense) Benefit, Net",Income (Loss) from Continuing Operations,Net Extraordinary Gains (Losses),Net Income,Net Income (Common)
IQV,744724,USD,2019,FY,2019-12-31,2020-02-18,2022-02-16,195100000.0,199600000.0,11088000000.0,-7300000000.0,3788000000.0,-2936000000.0,-1734000000.0,,-1202000000.0,852000000,-401000000.0,-438000000.0,451000000,-99000000.0,352000000,-116000000.0,227000000,,191000000,191000000
IQV,744724,USD,2020,FY,2020-12-31,2021-02-12,2022-02-16,191300000.0,195000000.0,11359000000.0,-7500000000.0,3859000000.0,-3076000000.0,-1789000000.0,,-1287000000.0,783000000,-345000000.0,-410000000.0,438000000,-65000000.0,373000000,-72000000.0,308000000,,279000000,279000000
IRM,378171,USD,2016,FY,2016-12-31,2017-02-23,2019-02-14,246178000.0,247267000.0,3511453000.0,-1567777000.0,1943676000.0,-1440658000.0,-988332000.0,,-452326000.0,503018000,-354962000.0,-310662000.0,148056000,768000.0,148824000,-44944000.0,103880000,3353000.0,104824000,104824000
IRM,378171,USD,2017,FY,2017-12-31,2018-02-16,2019-02-14,265898000.0,266845000.0,3845578000.0,-1685318000.0,2160260000.0,-1507341000.0,-984965000.0,,-522376000.0,652919000,-433004000.0,-353575000.0,219915000,-2245000.0,217670000,-25947000.0,191723000,-6291000.0,183821000,183821000
IRM,378171,USD,2018,FY,2018-12-31,2019-02-14,2021-02-24,285913000.0,286653000.0,4225761000.0,-1793954000.0,2431807000.0,-1646497000.0,-1006983000.0,,-639514000.0,785310000,-397956000.0,-409648000.0,387354000,22957000.0,410311000,-42753000.0,367558000,-12427000.0,353933000,353933000
IRM,378171,USD,2019,FY,2019-12-31,2020-02-13,2022-02-24,286971000.0,287687000.0,4262584000.0,-1833315000.0,2429269000.0,-1649865000.0,-991664000.0,,-658201000.0,779404000,-453196000.0,-419298000.0,326208000,1934000.0,328142000,-59931000.0,268211000,104000.0,267377000,267377000
IRM,378171,USD,2020,FY,2020-12-31,2021-02-24,2022-02-24,288183000.0,288643000.0,4147270000.0,-1757342000.0,2389928000.0,-1601284000.0,-949215000.0,,-652069000.0,788644000,-562080000.0,-418535000.0,226564000,146141000.0,372705000,-29609000.0,343096000,,342693000,342693000
ISRG,103498,USD,2016,FY,2016-12-31,2017-02-06,2017-02-06,344700000.0,353700000.0,2704400000.0,-814300000.0,1890100000.0,-944900000.0,-705300000.0,-239600000.0,,945200000,35600000.0,,980800000,,980800000,-244900000.0,735900000,,735900000,735900000
ISRG,103498,USD,2017,FY,2017-12-31,2018-02-02,2019-02-04,335100000.0,348900000.0,3138200000.0,-936200000.0,2202000000.0,-1139100000.0,-810500000.0,-328600000.0,,1062900000,41900000.0,,1104800000,,1104800000,-433900000.0,670900000,,670900000,670900000
ISRG,103498,USD,2018,FY,2018-12-31,2019-02-04,2021-02-10,341100000.0,356400000.0,3724200000.0,-1120100000.0,2604100000.0,-1404700000.0,-986600000.0,-418100000.0,,1199400000,80100000.0,,1279500000,,1279500000,-154500000.0,1125000000,,1127900000,1127900000
ISRG,103498,USD,2019,FY,2019-12-31,2020-02-07,2022-02-03,346200000.0,358500000.0,4478500000.0,-1368300000.0,3110200000.0,-1735700000.0,-1178400000.0,-557300000.0,,1374500000,127700000.0,,1502200000,,1502200000,-120400000.0,1381800000,,1379300000,1379300000
ISRG,103498,USD,2020,FY,2020-12-31,2021-02-10,2022-02-03,351000000.0,360900000.0,4358400000.0,-1497199999.0,2861200001.0,-1811400000.0,-1216300000.0,-595100000.0,,1049800001,157200000.0,,1207000001,,1207000001,-140200000.0,1066800001,,1060600001,1060600001
IT,447532,USD,2016,FY,2016-12-31,2017-03-07,2019-02-22,82571000.0,83820000.0,2444540000.0,-945648000.0,1498892000.0,-1151153000.0,-1089184000.0,,-61969000.0,347739000,-16710000.0,-25116000.0,331029000,-42598000.0,288431000,-94849000.0,193582000,0.0,193582000,193582000
IT,447532,USD,2017,FY,2017-12-31,2018-02-22,2019-02-22,88466000.0,89790000.0,3311494000.0,-1320198000.0,1991296000.0,-1839175000.0,-1599004000.0,,-240171000.0,152121000,-121488000.0,-124936000.0,30633000,-158450000.0,-127817000,131096000.0,3279000,0.0,3279000,3279000
IT,447532,USD,2018,FY,2018-12-31,2019-02-22,2021-02-24,90827000.0,92122000.0,3975454000.0,-1468800000.0,2506654000.0,-2139742000.0,-1884141000.0,,-255601000.0,366912000,-124041000.0,-124208000.0,242871000,-107197000.0,135674000,-58665000.0,77009000,45447000.0,122456000,122456000
IT,447532,USD,2019,FY,2019-12-31,2020-02-19,2022-02-23,89817000.0,90971000.0,4245321000.0,-1550568000.0,2694753000.0,-2315203000.0,-2103424000.0,,-211779000.0,379550000,-92273000.0,-99805000.0,287277000,-9463000.0,277814000,-42449000.0,235365000,-2075000.0,233290000,233290000
IT,447532,USD,2020,FY,2020-12-31,2021-02-24,2022-02-23,89315000.0,90017000.0,4099403000.0,-1345024000.0,2754379000.0,-2257947000.0,-2038963000.0,,-218984000.0,496432000,-119203000.0,-113549000.0,377229000,-51096000.0,326133000,-59388000.0,266745000,,266745000,266745000
ITW,378165,USD,2016,FY,2016-12-31,2017-02-10,2019-02-15,355000000.0,357100000.0,13599000000.0,-7908000000.0,5691000000.0,-2635000000.0,-2411000000.0,,-224000000.0,3056000000,-148000000.0,-237000000.0,2908000000,0.0,2908000000,-873000000.0,2035000000,,2035000000,2035000000
ITW,378165,USD,2017,FY,2017-12-31,2018-02-15,2019-02-15,344100000.0,346800000.0,14314000000.0,-8306000000.0,6008000000.0,-2618000000.0,-2412000000.0,,-206000000.0,3390000000,-215000000.0,-260000000.0,3175000000,95000000.0,3270000000,-1583000000.0,1687000000,,1687000000,1687000000
ITW,378165,USD,2018,FY,2018-12-31,2019-02-15,2021-02-12,335000000.0,337100000.0,14768000000.0,-8604000000.0,6164000000.0,-2580000000.0,-2391000000.0,,-189000000.0,3584000000,-190000000.0,-257000000.0,3394000000,,3394000000,-831000000.0,2563000000,,2563000000,2563000000
ITW,378165,USD,2019,FY,2019-12-31,2020-02-14,2022-02-11,323900000.0,325600000.0,14109000000.0,-8187000000.0,5922000000.0,-2361000000.0,-2361000000.0,,,3561000000,-114000000.0,-221000000.0,3447000000,-159000000.0,3288000000,-767000000.0,2521000000,,2521000000,2521000000
ITW,378165,USD,2020,FY,2020-12-31,2021-02-12,2022-02-11,316900000.0,318300000.0,12574000000.0,-7375000000.0,5199000000.0,-2163000000.0,-2163000000.0,,,3036000000,-178000000.0,-206000000.0,2858000000,-154000000.0,2704000000,-595000000.0,2109000000,,2109000000,2109000000
IVZ,378170,USD,2016,FY,2016-12-31,2017-02-23,2017-02-23,414700000.0,415000000.0,4734400000.0,-2786000000.0,1948400000.0,-772000000.0,-446300000.0,,,1176400000,30200000.0,-81200000.0,1206600000,,1206600000,-338300000.0,868300000,0.0,854200000,854200000
IVZ,378170,USD,2017,FY,2017-12-31,2018-02-23,2019-02-22,409400000.0,409900000.0,5160300000.0,-2986100000.0,2174200000.0,-793300000.0,-428700000.0,,,1380900000,150100000.0,-81400000.0,1531000000,-101800000.0,1429200000,-268200000.0,1161000000,,1127300000,1127300000
IVZ,378170,USD,2018,FY,2018-12-31,2019-02-22,2021-02-19,412400000.0,412500000.0,5314100000.0,-3102600000.0,2211500000.0,-869700000.0,-459200000.0,,,1341800000,-66800000.0,-90200000.0,1275000000,-136900000.0,1138100000,-255000000.0,883100000,,882800000,882800000
IVZ,378170,USD,2019,FY,2019-12-31,2020-03-02,2022-02-18,437800000.0,440500000.0,6117400000.0,-3602300000.0,2515100000.0,-1086600000.0,-539800000.0,,-52700000.0,1428500000,99000000.0,-107200000.0,1527500000,-554600000.0,972900000,-235100000.0,737800000,,688300000,564700000
IVZ,378170,USD,2020,FY,2020-12-31,2021-02-19,2022-02-18,459500000.0,462500000.0,6145599999.0,-3755500000.0,2390099999.0,-1138899999.0,-564100000.0,,-62500000.0,1251200000,103800000.0,-108800000.0,1355000000,-285900000.0,1069100000,-261600000.0,807500000,,761600000,524800000
J,378172,USD,2016,FY,2016-09-30,2016-11-22,2016-11-22,120133000.0,121483000.0,10964157000.0,-9196326000.0,1767831000.0,-1429233000.0,-1429233000.0,,,338598000,-10465000.0,-7412000.0,328133000,-41410000.0,286723000,-72208000.0,214515000,,210463000,210463000
J,378172,USD,2017,FY,2017-09-30,2017-11-21,2018-11-21,119370000.0,120147000.0,10022788000.0,-8250536000.0,1772252000.0,-1379983000.0,-1379983000.0,,,392269000,-9932000.0,-3287000.0,382337000,10880000.0,393217000,-105842000.0,287375000,,293727000,293727000
J,378172,USD,2018,FY,2018-09-30,2018-11-21,2020-11-24,137536000.0,138712000.0,10579773000.0,-8421223000.0,2158550000.0,-1771107000.0,-1771107000.0,,,387443000,-56462000.0,-67776000.0,330981000,,330981000,-325632000.0,5349000,167793000.0,163431000,163431000
J,378172,USD,2019,FY,2019-09-30,2019-11-25,2021-11-23,137907000.0,139206000.0,12737868000.0,-10260840000.0,2477028000.0,-2072177000.0,-2072177000.0,,,404851000,-53892000.0,-74380000.0,350959000,,350959000,-36954000.0,314005000,559214000.0,847979000,847979000
J,378172,USD,2020,FY,2020-09-30,2020-11-24,2021-11-23,131514000.0,132721000.0,13566975000.0,-10980307000.0,2586668000.0,-2050695000.0,-2050695000.0,,,535973000,-94770000.0,-57477000.0,441203000,,441203000,-55320000.0,385883000,137984000.0,491845000,491845000
JBHT,378173,USD,2016,FY,2016-12-31,2017-02-23,2019-02-22,112474000.0,113361000.0,6555459000.0,-5008316000.0,1547143000.0,-826123000.0,-87053000.0,,-361510000.0,721020000,-25223000.0,-25223000.0,695797000,,695797000,-263707000.0,432090000,,432090000,432090000
JBHT,378173,USD,2017,FY,2017-12-31,2018-02-23,2019-02-22,109987000.0,111049000.0,7189568000.0,-5606757000.0,1582811000.0,-959022000.0,-125878000.0,,-383518000.0,623789000,-28550000.0,-28550000.0,595239000,,595239000,91024000.0,686263000,,686263000,686263000
JBHT,378173,USD,2018,FY,2018-12-31,2019-02-22,2021-02-23,109375000.0,110428000.0,8614874000.0,-6819764000.0,1795110000.0,-1114089000.0,-163270000.0,,-435893000.0,681021000,-40203000.0,-40203000.0,640818000,,640818000,-151233000.0,489585000,,489585000,489585000
JBHT,378173,USD,2019,FY,2019-12-31,2020-03-02,2022-02-25,107329000.0,108307000.0,9165258000.0,-7159858000.0,2005400000.0,-1271575000.0,-525046000.0,,-499145000.0,733825000,-52930000.0,-52930000.0,680895000,,680895000,-164575000.0,516320000,,516320000,516320000
JBHT,378173,USD,2020,FY,2020-12-31,2021-02-23,2022-02-25,105700000.0,106766000.0,9636573000.0,-7659322000.0,1977251000.0,-1264132000.0,-514433000.0,,-527375000.0,713119000,-47094000.0,-47094000.0,666025000,,666025000,-159990000.0,506035000,,506035000,506035000
JCI,360440,USD,2016,FY,2016-09-30,2016-11-23,2018-11-20,667400000.0,672600000.0,20837000000.0,-15183000000.0,5654000000.0,-4190000000.0,-4190000000.0,,,1464000000,-115000000.0,-289000000.0,1349000000,-288000000.0,1061000000,-197000000.0,864000000,-1516000000.0,-868000000,-868000000
JCI,360440,USD,2017,FY,2017-09-30,2017-11-21,2019-11-21,935300000.0,944600000.0,22835000000.0,-15305000000.0,7530000000.0,-5723000000.0,-5723000000.0,,,1807000000,-309000000.0,-466000000.0,1498000000,-347000000.0,1151000000,-322000000.0,829000000,990000000.0,1611000000,1611000000
JCI,360440,USD,2018,FY,2018-09-30,2018-11-20,2020-11-16,925700000.0,931700000.0,23400000000.0,-15733000000.0,7667000000.0,-5642000000.0,-5642000000.0,,,2025000000,-224000000.0,-401000000.0,1801000000,-255000000.0,1546000000,-197000000.0,1349000000,1034000000.0,2162000000,2162000000
JCI,360440,USD,2019,FY,2019-09-30,2019-11-21,2021-11-15,870200000.0,874300000.0,23968000000.0,-16275000000.0,7693000000.0,-6244000000.0,-6244000000.0,,,1449000000,-158000000.0,-350000000.0,1291000000,-235000000.0,1056000000,233000000.0,1289000000,4598000000.0,5674000000,5674000000
JCI,360440,USD,2020,FY,2020-09-30,2020-11-16,2021-11-15,751000000.0,753600000.0,22317000000.0,-14906000000.0,7411000000.0,-5665000000.0,-5665000000.0,,,1746000000,-60000000.0,-231000000.0,1686000000,-783000000.0,903000000,-108000000.0,795000000,,631000000,631000000
JKHY,447566,USD,2017,FY,2017-06-30,2017-08-25,2017-08-25,77856000.0,78255000.0,1431117000.0,-819034000.0,612083000.0,-244381000.0,-162898000.0,-84753000.0,,367702000,-748000.0,-748000.0,366954000,,366954000,-121161000.0,245793000,,245793000,245793000
JKHY,447566,USD,2018,FY,2018-06-30,2018-08-24,2018-08-24,77252000.0,77585000.0,1536603000.0,-873642000.0,662961000.0,-270592000.0,-182146000.0,-90340000.0,,392369000,-1345000.0,-1345000.0,391024000,,391024000,-14364000.0,376660000,,376660000,376660000
JKHY,447566,USD,2019,FY,2019-06-30,2019-08-26,2021-08-25,77160000.0,77347000.0,1552691000.0,-923030000.0,629661000.0,-282376000.0,-185998000.0,-96378000.0,,347285000,-50000.0,-50000.0,347235000,,347235000,-75350000.0,271885000,,271885000,271885000
JKHY,447566,USD,2020,FY,2020-06-30,2020-08-25,2021-08-25,76787000.0,76934000.0,1697067000.0,-1008464000.0,688603000.0,-307976000.0,-197988000.0,-109988000.0,,380627000,449000.0,449000.0,381076000,,381076000,-84408000.0,296668000,,296668000,296668000
JNJ,89661,USD,2016,FY,2016-12-31,2017-02-27,2017-02-27,2737300000.0,2788900000.0,71890000000.0,-21685000000.0,50205000000.0,-29040000000.0,-19945000000.0,-9095000000.0,,21165000000,-842000000.0,-358000000.0,20323000000,-520000000.0,19803000000,-3263000000.0,16540000000,,16540000000,16540000000
JNJ,89661,USD,2017,FY,2017-12-31,2018-02-21,2019-02-20,2692000000.0,2745300000.0,76450000000.0,-25439000000.0,51011000000.0,-32114000000.0,-21520000000.0,-10594000000.0,,18897000000,-507000000.0,-549000000.0,18390000000,-717000000.0,17673000000,-16373000000.0,1300000000,,1300000000,1300000000
JNJ,89661,USD,2018,FY,2018-12-31,2019-02-20,2021-02-22,2681500000.0,2728700000.0,81581000000.0,-27091000000.0,54490000000.0,-33315000000.0,-22540000000.0,-10775000000.0,,21175000000,-1799000000.0,-394000000.0,19376000000,-1377000000.0,17999000000,-2702000000.0,15297000000,,15297000000,15297000000
JNJ,89661,USD,2019,FY,2019-12-31,2020-02-18,2022-02-17,2645100000.0,2684300000.0,82059000000.0,-27556000000.0,54503000000.0,-33533000000.0,-22178000000.0,-11355000000.0,,20970000000,-2486000000.0,39000000.0,18484000000,-1156000000.0,17328000000,-2209000000.0,15119000000,,15119000000,15119000000
JNJ,89661,USD,2020,FY,2020-12-31,2021-02-22,2022-02-17,2632800000.0,2670700000.0,82584000000.0,-28427000000.0,54157000000.0,-34243000000.0,-22084000000.0,-12159000000.0,,19914000000,-2989000000.0,-90000000.0,16925000000,-428000000.0,16497000000,-1783000000.0,14714000000,,14714000000,14714000000
JNPR,385619,USD,2016,FY,2016-12-31,2017-02-24,2017-02-24,381700000.0,387800000.0,4990100000.0,-1885600000.0,3104500000.0,-2211500000.0,-1197800000.0,-1013700000.0,,893000000,-62300000.0,,830700000,-3300000.0,827400000,-234700000.0,592700000,,592700000,592700000
JNPR,385619,USD,2017,FY,2017-12-31,2018-02-23,2018-02-23,377700000.0,384200000.0,5027200000.0,-1955100000.0,3072100000.0,-2158400000.0,-1177700000.0,-980700000.0,,913700000,-36300000.0,,877400000,-65600000.0,811800000,-505600000.0,306200000,,306200000,306200000
JNPR,385619,USD,2018,FY,2018-12-31,2019-02-22,2021-02-12,349000000.0,354400000.0,4647500000.0,-1906300000.0,2741200000.0,-2161700000.0,-1158500000.0,-1003200000.0,,579500000,-39500000.0,,540000000,-7300000.0,532700000,34200000.0,566900000,,566900000,566900000
JNPR,385619,USD,2019,FY,2019-12-31,2020-02-20,2022-02-11,343200000.0,348200000.0,4445400000.0,-1828600000.0,2616800000.0,-2139300000.0,-1183600000.0,-955700000.0,,477500000,-12500000.0,,465000000,-50600000.0,414400000,-69400000.0,345000000,,345000000,345000000
JNPR,385619,USD,2020,FY,2020-12-31,2021-02-12,2022-02-11,330400000.0,335200000.0,4445100000.0,-1871400000.0,2573700000.0,-2152600000.0,-1194200000.0,-958400000.0,,421100000,-32900000.0,,388200000,-123000000.0,265200000,-7400000.0,257800000,,257800000,257800000
JWN,184768,USD,2016,FY,2017-01-31,2017-03-20,2017-03-20,173200000.0,175600000.0,14757000000.0,-9440000000.0,5317000000.0,-4315000000.0,-4315000000.0,,,1002000000,-121000000.0,-121000000.0,881000000,-197000000.0,684000000,-330000000.0,354000000,,354000000,354000000
JWN,184768,USD,2017,FY,2018-01-31,2018-03-19,2018-03-19,166800000.0,168900000.0,15478000000.0,-9890000000.0,5588000000.0,-4662000000.0,-4662000000.0,,,926000000,-136000000.0,-136000000.0,790000000,0.0,790000000,-353000000.0,437000000,,437000000,437000000
JWN,184768,USD,2018,FY,2019-01-31,2019-03-18,2021-03-16,167300000.0,170000000.0,15860000000.0,-10155000000.0,5705000000.0,-4868000000.0,-4868000000.0,,,837000000,-104000000.0,-104000000.0,733000000,,733000000,-169000000.0,564000000,,564000000,564000000
JWN,184768,USD,2019,FY,2020-01-31,2020-03-20,2022-03-11,155200000.0,156100000.0,15524000000.0,-9932000000.0,5592000000.0,-4808000000.0,-4808000000.0,,,784000000,-102000000.0,-102000000.0,682000000,,682000000,-186000000.0,496000000,,496000000,496000000
JWN,184768,USD,2020,FY,2021-01-31,2021-03-16,2022-03-11,157200000.0,157200000.0,10715000000.0,-7600000000.0,3115000000.0,-4162000000.0,-4162000000.0,,,-1047000000,-181000000.0,-181000000.0,-1228000000,,-1228000000,538000000.0,-690000000,,-690000000,-690000000
K,97995,USD,2016,FY,2016-12-31,2017-02-21,2019-02-25,350000000.0,354000000.0,12965000000.0,-8131000000.0,4834000000.0,-3351000000.0,-3351000000.0,,,1483000000,-548000000.0,-406000000.0,935000000,,935000000,-235000000.0,700000000,,699000000,699000000
K,97995,USD,2017,FY,2017-12-31,2018-02-20,2019-02-25,348000000.0,350000000.0,12854000000.0,-8155000000.0,4699000000.0,-3312000000.0,-3312000000.0,,,1387000000,277000000.0,-256000000.0,1664000000,,1664000000,-410000000.0,1254000000,,1254000000,1254000000
K,97995,USD,2018,FY,2018-12-31,2019-02-25,2021-02-22,347000000.0,348000000.0,13547000000.0,-8821000000.0,4726000000.0,-3020000000.0,-3020000000.0,,,1706000000,-181000000.0,-287000000.0,1525000000,,1525000000,-181000000.0,1344000000,,1336000000,1336000000
K,97995,USD,2019,FY,2019-12-31,2020-02-24,2022-02-22,342000000.0,344000000.0,13578000000.0,-9197000000.0,4381000000.0,-2980000000.0,-2980000000.0,,,1401000000,-103000000.0,-284000000.0,1298000000,,1298000000,-321000000.0,977000000,,960000000,960000000
K,97995,USD,2020,FY,2020-12-31,2021-02-22,2022-02-22,342000000.0,344000000.0,13770000000.0,-9043000000.0,4727000000.0,-2966000000.0,-2966000000.0,,,1761000000,-174000000.0,-281000000.0,1587000000,,1587000000,-323000000.0,1264000000,,1251000000,1251000000
KEYS,186556,USD,2016,FY,2016-10-31,2016-12-19,2018-12-18,170000000.0,172000000.0,2918000000.0,-1294000000.0,1624000000.0,-1218000000.0,-818000000.0,-425000000.0,,406000000,-40000000.0,-44000000.0,366000000,,366000000,-31000000.0,335000000,,335000000,335000000
KEYS,186556,USD,2017,FY,2017-10-31,2017-12-20,2018-12-18,180000000.0,182000000.0,3189000000.0,-1487000000.0,1702000000.0,-1463000000.0,-1049000000.0,-498000000.0,,239000000,-60000000.0,-73000000.0,179000000,,179000000,-77000000.0,102000000,,102000000,102000000
KEYS,186556,USD,2018,FY,2018-10-31,2018-12-18,2020-12-17,187000000.0,191000000.0,3878000000.0,-1767000000.0,2111000000.0,-2505000000.0,-1205000000.0,-624000000.0,,-394000000,-17000000.0,-71000000.0,-411000000,,-411000000,576000000.0,165000000,,165000000,165000000
KEYS,186556,USD,2019,FY,2019-10-31,2019-12-18,2021-12-17,188000000.0,191000000.0,4303000000.0,-1769000000.0,2534000000.0,-1823000000.0,-1155000000.0,-688000000.0,,711000000,4000000.0,-57000000.0,715000000,,715000000,-94000000.0,621000000,,621000000,621000000
KEYS,186556,USD,2020,FY,2020-10-31,2020-12-17,2021-12-17,187000000.0,189000000.0,4221000000.0,-1688000000.0,2533000000.0,-1768000000.0,-1097000000.0,-715000000.0,,765000000,-4000000.0,-67000000.0,761000000,,761000000,-134000000.0,627000000,,627000000,627000000
KHC,693432,USD,2016,FY,2016-12-31,2017-02-23,2019-06-07,1217000000.0,1226000000.0,26300000000.0,-17154000000.0,9146000000.0,-3527000000.0,-3527000000.0,,,5619000000,-662000000.0,-1134000000.0,4957000000,-18000000.0,4939000000,-1333000000.0,3606000000,,3596000000,3416000000
KHC,693432,USD,2017,FY,2017-12-31,2018-02-16,2019-06-07,1218000000.0,1228000000.0,26076000000.0,-17043000000.0,9033000000.0,-2927000000.0,-2927000000.0,,,6106000000,-607000000.0,-1234000000.0,5499000000,-49000000.0,5450000000,5482000000.0,10932000000,,10941000000,10941000000
KHC,693432,USD,2018,FY,2018-12-31,2019-06-07,2021-02-17,1219000000.0,1219000000.0,26268000000.0,-17347000000.0,8921000000.0,-3190000000.0,-3190000000.0,,,5731000000,-1116000000.0,-1284000000.0,4615000000,-15936000000.0,-11321000000,1067000000.0,-10254000000,,-10192000000,-10192000000
KHC,693432,USD,2019,FY,2019-12-31,2020-02-14,2022-02-17,1221000000.0,1224000000.0,24977000000.0,-16830000000.0,8147000000.0,-3178000000.0,-3178000000.0,,,4969000000,-409000000.0,-1361000000.0,4560000000,-1899000000.0,2661000000,-728000000.0,1933000000,,1935000000,1935000000
KHC,693432,USD,2020,FY,2020-12-31,2021-02-17,2022-02-17,1223000000.0,1228000000.0,26185000000.0,-17008000000.0,9177000000.0,-3650000000.0,-3650000000.0,,,5527000000,-1098000000.0,-1394000000.0,4429000000,-3399000000.0,1030000000,-669000000.0,361000000,,356000000,356000000
KIM,378175,USD,2016,FY,2016-12-31,2017-02-27,2019-02-15,418402000.0,419709000.0,1170792000.0,-171416000.0,999376000.0,-605287000.0,-86796000.0,,-355320000.0,394089000,59363000.0,-192549000.0,453452000,11269000.0,464721000,-78583000.0,386138000,,378850000,332630000
KIM,378175,USD,2017,FY,2017-12-31,2018-02-23,2020-02-25,423614000.0,424019000.0,1200834000.0,-169552000.0,1031282000.0,-626472000.0,-91690000.0,,-360811000.0,404810000,-61633000.0,-191956000.0,343177000,95614000.0,438791000,880000.0,439671000,,426075000,372461000
KIM,378175,USD,2018,FY,2018-12-31,2019-02-15,2021-02-23,420641000.0,421379000.0,1164762000.0,-164294000.0,1000468000.0,-568695000.0,-87797000.0,,-310380000.0,431773000,-66094000.0,-183339000.0,365679000,134384000.0,500063000,-1600000.0,498463000,,497795000,439604000
KIM,378175,USD,2019,FY,2019-12-31,2020-02-25,2022-03-01,420370000.0,421799000.0,1158884000.0,-171981000.0,986903000.0,-539791000.0,-96942000.0,,-277879000.0,447112000,-68172000.0,-177395000.0,378940000,31304000.0,410244000,3317000.0,413561000,,410605000,339988000
KIM,378175,USD,2020,FY,2020-12-31,2021-02-23,2022-03-01,429950000.0,431633000.0,1057893000.0,-174038000.0,883855000.0,-551103000.0,-93217000.0,,-288955000.0,332752000,-106804000.0,-186904000.0,225948000,777907000.0,1003855000,-978000.0,1002877000,,1000833000,975417000
KLAC,132518,USD,2017,FY,2017-06-30,2017-08-04,2017-08-04,156468000.0,157481000.0,3480014000.0,-1287547000.0,2192467000.0,-916206000.0,-389336000.0,-526870000.0,,1276261000,-103015000.0,-122476000.0,1173246000,0.0,1173246000,-247170000.0,926076000,,926076000,926076000
KLAC,132518,USD,2018,FY,2018-06-30,2018-08-06,2018-08-06,156346000.0,157378000.0,4036701000.0,-1447369000.0,2589332000.0,-1052138000.0,-443426000.0,-608712000.0,,1537194000,-81263000.0,-114376000.0,1455931000,,1455931000,-653666000.0,802265000,,802265000,802265000
KLAC,132518,USD,2019,FY,2019-06-30,2019-08-16,2021-08-06,156053000.0,156949000.0,4568904000.0,-1869377000.0,2699527000.0,-1310154000.0,-599124000.0,-711030000.0,,1389373000,-93142000.0,-124604000.0,1296231000,,1296231000,-121214000.0,1175017000,,1175617000,1175617000
KLAC,132518,USD,2020,FY,2020-06-30,2020-08-07,2021-08-06,156797000.0,158005000.0,5806424000.0,-2449561000.0,3356863000.0,-1598013000.0,-734149000.0,-863864000.0,,1758850000,-162952000.0,-160274000.0,1595898000,-279187000.0,1316711000,-101686000.0,1215025000,,1216785000,1216785000
KMB,384594,USD,2016,FY,2016-12-31,2017-02-08,2019-02-07,359400000.0,361700000.0,18287000000.0,-11596000000.0,6691000000.0,-3308000000.0,-3300000000.0,,,3383000000,-374000000.0,-308000000.0,3009000000,,3009000000,-922000000.0,2219000000,,2166000000,2166000000
KMB,384594,USD,2017,FY,2017-12-31,2018-02-08,2019-02-07,353600000.0,355900000.0,18348000000.0,-11761000000.0,6587000000.0,-3229000000.0,-3202000000.0,,,3358000000,-367000000.0,-308000000.0,2991000000,,2991000000,-776000000.0,2319000000,,2278000000,2278000000
KMB,384594,USD,2018,FY,2018-12-31,2019-02-07,2021-02-11,348000000.0,349600000.0,18486000000.0,-12889000000.0,5597000000.0,-3368000000.0,-3367000000.0,,,2229000000,-416000000.0,-253000000.0,1813000000,,1813000000,-471000000.0,1445000000,,1410000000,1410000000
KMB,384594,USD,2019,FY,2019-12-31,2020-02-13,2022-02-10,343600000.0,345600000.0,18450000000.0,-12415000000.0,6035000000.0,-3254000000.0,-3254000000.0,,,2781000000,-131000000.0,-250000000.0,2650000000,,2650000000,-576000000.0,2197000000,,2157000000,2157000000
KMB,384594,USD,2020,FY,2020-12-31,2021-02-11,2022-02-10,340700000.0,342500000.0,19140000000.0,-12318000000.0,6822000000.0,-3632000000.0,-3632000000.0,,,3190000000,-260000000.0,-244000000.0,2930000000,,2930000000,-676000000.0,2396000000,,2352000000,2352000000
KMI,88392,USD,2016,FY,2016-12-31,2017-02-10,2019-02-08,2230000000.0,2230000000.0,13058000000.0,-3429000000.0,9629000000.0,-5704000000.0,-703000000.0,,-2209000000.0,3925000000,-1231000000.0,-1806000000.0,2694000000,-1056000000.0,1638000000,-917000000.0,721000000,,708000000,552000000
KMI,88392,USD,2017,FY,2017-12-31,2018-02-09,2019-02-08,2230000000.0,2230000000.0,13705000000.0,-4345000000.0,9360000000.0,-5818000000.0,-688000000.0,,-2261000000.0,3542000000,-1157000000.0,-1832000000.0,2385000000,-224000000.0,2161000000,-1938000000.0,223000000,,183000000,27000000
KMI,88392,USD,2018,FY,2018-12-31,2019-02-08,2021-02-05,2216000000.0,2216000000.0,14144000000.0,-4421000000.0,9723000000.0,-5762000000.0,-601000000.0,,-2297000000.0,3961000000,-1193000000.0,-1917000000.0,2768000000,-262000000.0,2506000000,-587000000.0,1919000000,,1609000000,1481000000
KMI,88392,USD,2019,FY,2019-12-31,2020-02-12,2022-02-07,2264000000.0,2264000000.0,13209000000.0,-3263000000.0,9946000000.0,-6018000000.0,-3181000000.0,,-2411000000.0,3928000000,-1622000000.0,-1801000000.0,2306000000,859000000.0,3165000000,-926000000.0,2239000000,,2190000000,2190000000
